origin,destination,carrier,departure,arrival,carrier_eta
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-08,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-08,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-08,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-08,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-12,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-06,2016-05-10,2016-05-08
CNSHA,USA,SECOND_CLASS,2016-05-06,2016-05-11,2016-05-08
CNSHA,USA,SAME_DAY,2016-05-06,2016-05-07,2016-05-06
CNSHA,USA,SAME_DAY,2016-05-06,2016-05-06,2016-05-06
CNSHA,USA,SECOND_CLASS,2016-05-06,2016-05-11,2016-05-08
CNSHA,USA,SECOND_CLASS,2016-05-06,2016-05-09,2016-05-08
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-11,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-08,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-10,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-10,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-09,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-08,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-06,2016-05-09,2016-05-08
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-09,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-06,2016-05-08,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-10,2016-05-11
CNSHA,USA,SECOND_CLASS,2016-05-07,2016-05-09,2016-05-09
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-13,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-09,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-11,2016-05-11
CNSHA,USA,FIRST_CLASS,2016-05-07,2016-05-09,2016-05-08
CNSHA,USA,SAME_DAY,2016-05-07,2016-05-08,2016-05-07
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-09,2016-05-11
CNSHA,USA,FIRST_CLASS,2016-05-07,2016-05-09,2016-05-08
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-10,2016-05-11
CNSHA,USA,SECOND_CLASS,2016-05-07,2016-05-12,2016-05-09
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-11,2016-05-11
CNSHA,USA,FIRST_CLASS,2016-05-07,2016-05-09,2016-05-08
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-11,2016-05-11
CNSHA,USA,SAME_DAY,2016-05-07,2016-05-08,2016-05-07
CNSHA,USA,SECOND_CLASS,2016-05-07,2016-05-10,2016-05-09
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-13,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-13,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-10,2016-05-11
CNSHA,USA,FIRST_CLASS,2016-05-07,2016-05-09,2016-05-08
CNSHA,USA,SECOND_CLASS,2016-05-07,2016-05-10,2016-05-09
CNSHA,USA,SECOND_CLASS,2016-05-07,2016-05-12,2016-05-09
CNSHA,USA,SECOND_CLASS,2016-05-07,2016-05-11,2016-05-09
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-12,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-07,2016-05-11,2016-05-11
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-14,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-13,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-11,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-13,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-11,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-14,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-10,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-12,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-14,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-12,2016-05-10
CNSHA,USA,FIRST_CLASS,2016-05-08,2016-05-10,2016-05-09
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-14,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-12,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-14,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-14,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-11,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-08,2016-05-14,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-10,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-12,2016-05-12
CNSHA,USA,FIRST_CLASS,2016-05-08,2016-05-10,2016-05-09
CNSHA,USA,FIRST_CLASS,2016-05-08,2016-05-10,2016-05-09
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-10,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-08,2016-05-10,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-14,2016-05-11
CNSHA,USA,FIRST_CLASS,2016-05-09,2016-05-11,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-11,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-12,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-11,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-15,2016-05-11
CNSHA,USA,FIRST_CLASS,2016-05-09,2016-05-11,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-12,2016-05-11
CNSHA,USA,FIRST_CLASS,2016-05-09,2016-05-11,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-14,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-11,2016-05-13
CNSHA,USA,FIRST_CLASS,2016-05-09,2016-05-11,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-14,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-13,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-14,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-13,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-12,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-13,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-13,2016-05-11
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-15,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-12,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-09,2016-05-14,2016-05-13
CNSHA,USA,FIRST_CLASS,2016-05-09,2016-05-11,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-09,2016-05-13,2016-05-11
CNSHA,USA,SAME_DAY,2016-05-10,2016-05-10,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-16,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-12,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-15,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-14,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-12,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-16,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-13,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-14,2016-05-14
CNSHA,USA,SAME_DAY,2016-05-10,2016-05-10,2016-05-10
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-12,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-14,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-15,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-13,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-14,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-13,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-12,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-14,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-16,2016-05-14
CNSHA,USA,FIRST_CLASS,2016-05-10,2016-05-12,2016-05-11
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-14,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-15,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-14,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-16,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-13,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-15,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-10,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-14,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-16,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-10,2016-05-16,2016-05-14
CNSHA,USA,SAME_DAY,2016-05-10,2016-05-11,2016-05-10
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-13,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-11,2016-05-13,2016-05-12
CNSHA,USA,SAME_DAY,2016-05-11,2016-05-12,2016-05-11
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-14,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-16,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-17,2016-05-15
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-14,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-15,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-16,2016-05-13
CNSHA,USA,SAME_DAY,2016-05-11,2016-05-11,2016-05-11
CNSHA,USA,SAME_DAY,2016-05-11,2016-05-11,2016-05-11
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-14,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-15,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-16,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-13,2016-05-15
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-13,2016-05-15
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-16,2016-05-13
CNSHA,USA,SAME_DAY,2016-05-11,2016-05-11,2016-05-11
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-13,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-11,2016-05-13,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-15,2016-05-15
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-17,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-16,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-11,2016-05-13,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-17,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-11,2016-05-13,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-11,2016-05-13,2016-05-15
CNSHA,USA,SECOND_CLASS,2016-05-11,2016-05-17,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-17,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-18,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-17,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-17,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-16,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-17,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-15,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-14,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-15,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-18,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-14,2016-05-16
CNSHA,USA,SAME_DAY,2016-05-12,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-14,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-14,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-16,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-18,2016-05-16
CNSHA,USA,SAME_DAY,2016-05-12,2016-05-12,2016-05-12
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-17,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-17,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-14,2016-05-14
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-16,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-16,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-17,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-16,2016-05-14
CNSHA,USA,SAME_DAY,2016-05-12,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-18,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-15,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-14,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-14,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-12,2016-05-15,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-12,2016-05-15,2016-05-16
CNSHA,USA,SAME_DAY,2016-05-12,2016-05-12,2016-05-12
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-16,2016-05-17
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-13,2016-05-19,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-13,2016-05-15,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-16,2016-05-17
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-14,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-19,2016-05-17
CNSHA,USA,FIRST_CLASS,2016-05-13,2016-05-15,2016-05-14
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-17,2016-05-17
CNSHA,USA,FIRST_CLASS,2016-05-13,2016-05-15,2016-05-14
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-17,2016-05-17
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-16,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-17,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-18,2016-05-17
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-13,2016-05-16,2016-05-15
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-19,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-17,2016-05-17
CNSHA,USA,SECOND_CLASS,2016-05-13,2016-05-19,2016-05-15
CNSHA,USA,STANDARD_CLASS,2016-05-13,2016-05-17,2016-05-17
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,SECOND_CLASS,2016-05-13,2016-05-17,2016-05-15
CNSHA,USA,SAME_DAY,2016-05-13,2016-05-13,2016-05-13
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-19,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-16,2016-05-18
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,SECOND_CLASS,2016-05-14,2016-05-16,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-16,2016-05-18
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,SECOND_CLASS,2016-05-14,2016-05-17,2016-05-16
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-20,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-16,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-17,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-18,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-20,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-20,2016-05-18
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-20,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-20,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-18,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-17,2016-05-18
CNSHA,USA,SECOND_CLASS,2016-05-14,2016-05-18,2016-05-16
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-17,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-16,2016-05-18
CNSHA,USA,SECOND_CLASS,2016-05-14,2016-05-16,2016-05-16
CNSHA,USA,FIRST_CLASS,2016-05-14,2016-05-16,2016-05-15
CNSHA,USA,STANDARD_CLASS,2016-05-14,2016-05-18,2016-05-18
CNSHA,USA,SECOND_CLASS,2016-05-15,2016-05-21,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-17,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-21,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-15,2016-05-21,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-19,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-21,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-18,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-17,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-17,2016-05-19
CNSHA,USA,SAME_DAY,2016-05-15,2016-05-16,2016-05-15
CNSHA,USA,SECOND_CLASS,2016-05-15,2016-05-20,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-20,2016-05-19
CNSHA,USA,FIRST_CLASS,2016-05-15,2016-05-17,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-21,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-18,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-18,2016-05-19
CNSHA,USA,FIRST_CLASS,2016-05-15,2016-05-17,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-17,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-20,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-15,2016-05-20,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-18,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-15,2016-05-20,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-15,2016-05-20,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-16,2016-05-21,2016-05-18
CNSHA,USA,SAME_DAY,2016-05-16,2016-05-16,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-16,2016-05-22,2016-05-18
CNSHA,USA,FIRST_CLASS,2016-05-16,2016-05-18,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-20,2016-05-20
CNSHA,USA,SAME_DAY,2016-05-16,2016-05-17,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-18,2016-05-20
CNSHA,USA,FIRST_CLASS,2016-05-16,2016-05-18,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-19,2016-05-20
CNSHA,USA,FIRST_CLASS,2016-05-16,2016-05-18,2016-05-17
CNSHA,USA,FIRST_CLASS,2016-05-16,2016-05-18,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-18,2016-05-20
CNSHA,USA,FIRST_CLASS,2016-05-16,2016-05-18,2016-05-17
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-18,2016-05-20
CNSHA,USA,FIRST_CLASS,2016-05-16,2016-05-18,2016-05-17
CNSHA,USA,SAME_DAY,2016-05-16,2016-05-17,2016-05-16
CNSHA,USA,SAME_DAY,2016-05-16,2016-05-16,2016-05-16
CNSHA,USA,SAME_DAY,2016-05-16,2016-05-16,2016-05-16
CNSHA,USA,SECOND_CLASS,2016-05-16,2016-05-22,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-19,2016-05-20
CNSHA,USA,SECOND_CLASS,2016-05-16,2016-05-19,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-20,2016-05-20
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-19,2016-05-20
CNSHA,USA,SAME_DAY,2016-05-16,2016-05-17,2016-05-16
CNSHA,USA,STANDARD_CLASS,2016-05-16,2016-05-20,2016-05-20
CNSHA,USA,SECOND_CLASS,2016-05-16,2016-05-19,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-21,2016-05-21
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-21,2016-05-21
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-23,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-19,2016-05-19
CNSHA,USA,FIRST_CLASS,2016-05-17,2016-05-19,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-23,2016-05-21
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-19,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-20,2016-05-21
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-19,2016-05-21
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-20,2016-05-21
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-22,2016-05-19
CNSHA,USA,FIRST_CLASS,2016-05-17,2016-05-19,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-20,2016-05-21
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-21,2016-05-21
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-23,2016-05-21
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-22,2016-05-21
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-19,2016-05-19
CNSHA,USA,FIRST_CLASS,2016-05-17,2016-05-19,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-20,2016-05-21
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-20,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-19,2016-05-19
CNSHA,USA,FIRST_CLASS,2016-05-17,2016-05-19,2016-05-18
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-19,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-21,2016-05-19
CNSHA,USA,SECOND_CLASS,2016-05-17,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-17,2016-05-22,2016-05-21
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-20,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-22,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-20,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-23,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-23,2016-05-22
CNSHA,USA,SAME_DAY,2016-05-18,2016-05-19,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-23,2016-05-22
CNSHA,USA,SECOND_CLASS,2016-05-18,2016-05-23,2016-05-20
CNSHA,USA,FIRST_CLASS,2016-05-18,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-24,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-24,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-22,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-23,2016-05-22
CNSHA,USA,FIRST_CLASS,2016-05-18,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-21,2016-05-22
CNSHA,USA,FIRST_CLASS,2016-05-18,2016-05-20,2016-05-19
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-21,2016-05-22
CNSHA,USA,SAME_DAY,2016-05-18,2016-05-18,2016-05-18
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-23,2016-05-22
CNSHA,USA,SECOND_CLASS,2016-05-18,2016-05-22,2016-05-20
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-21,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-23,2016-05-22
CNSHA,USA,STANDARD_CLASS,2016-05-18,2016-05-21,2016-05-22
